"","date","G"
"272","2008-08-28",14.17
"273","2008-08-29",14.15
"274","2008-09-02",14.04
"275","2008-09-03",13.73
"276","2008-09-04",13.6
"277","2008-09-05",13.77
"278","2008-09-08",13.85
"279","2008-09-09",13.75
"280","2008-09-10",14.07
"281","2008-09-11",14.13
"282","2008-09-12",13.62
"283","2008-09-15",12.7
"284","2008-09-16",12.43
"285","2008-09-17",12.23
"286","2008-09-18",11.45
"287","2008-09-19",11.39
"288","2008-09-22",11.76
"289","2008-09-23",11.69
"290","2008-09-24",11.41
"291","2008-09-25",11.5
"292","2008-09-26",11.01
"293","2008-09-29",10.3
"294","2008-09-30",10.39
"295","2008-10-01",10.5
"296","2008-10-02",10.25
"297","2008-10-03",9.58
"298","2008-10-06",8.61
"299","2008-10-07",8.14
"300","2008-10-08",7.5
"301","2008-10-09",7.75
"302","2008-10-10",8.21
"303","2008-10-13",8.52
"304","2008-10-14",8.54
"305","2008-10-15",7.75
"306","2008-10-16",7.57
"307","2008-10-17",7.78
"308","2008-10-20",7.98
"309","2008-10-21",7.67
"310","2008-10-22",7.24
"311","2008-10-23",7.18
"312","2008-10-24",6.92
"313","2008-10-27",6.34
"314","2008-10-28",6.6
"315","2008-10-29",6.79
"316","2008-10-30",7.38
"317","2008-10-31",7.83
"318","2008-11-03",7.7
"319","2008-11-04",8.14
"320","2008-11-05",7.77
"321","2008-11-06",7.16
"322","2008-11-07",8.08
"323","2008-11-10",7.98
"324","2008-11-11",7.83
"325","2008-11-12",7.63
"326","2008-11-13",7.57
"327","2008-11-14",7.46
"328","2008-11-17",7.49
"329","2008-11-18",7.3
"330","2008-11-19",7.04
"331","2008-11-20",7.33
"332","2008-11-21",7.48
"333","2008-11-24",7.98
"334","2008-11-25",7.78
"335","2008-11-26",8.04
"336","2008-11-28",7.93
"337","2008-12-01",7.23
"338","2008-12-02",7.62
"339","2008-12-03",7.5
"340","2008-12-04",7.08
"341","2008-12-05",7.24
"342","2008-12-08",7.93
"343","2008-12-09",7.46
"344","2008-12-10",7.51
"345","2008-12-11",7.21
"346","2008-12-12",7.32
"347","2008-12-15",7.18
"348","2008-12-16",7.75
"349","2008-12-17",7.87
"350","2008-12-18",7.71
"351","2008-12-19",8.02
"352","2008-12-22",7.73
"353","2008-12-23",7.71
"354","2008-12-24",7.36
"355","2008-12-26",7.13
"356","2008-12-29",7.28
"357","2008-12-30",7.64
"358","2008-12-31",8.22
"359","2009-01-02",8.21
"360","2009-01-05",8.65
"361","2009-01-06",9.37
"362","2009-01-07",8.73
"363","2009-01-08",8.79
"364","2009-01-09",8.91
"365","2009-01-12",8.63
"366","2009-01-13",9.1
"367","2009-01-14",9.07
"368","2009-01-15",8.99
"369","2009-01-16",9.25
"370","2009-01-20",8.82
"371","2009-01-21",8.88
"372","2009-01-22",8.42
"373","2009-01-23",8.5
"374","2009-01-26",8.46
"375","2009-01-27",8.5
"376","2009-01-28",8.54
"377","2009-01-29",8.28
"378","2009-01-30",8.19
"379","2009-02-02",8.27
"380","2009-02-03",8.46
"381","2009-02-04",8.24
"382","2009-02-05",8.4
"383","2009-02-06",8.96
"384","2009-02-09",8.83
"385","2009-02-10",8.38
"386","2009-02-11",8.64
"387","2009-02-12",8.81
"388","2009-02-13",8.64
"389","2009-02-17",8.21
"390","2009-02-18",8.54
"391","2009-02-19",8.05
"392","2009-02-20",8.26
"393","2009-02-23",7.93
"394","2009-02-24",8.1
"395","2009-02-25",7.76
"396","2009-02-26",7.78
"397","2009-02-27",7.92
"398","2009-03-02",8
"399","2009-03-03",7.75
"400","2009-03-04",7.57
"401","2009-03-05",7.53
"402","2009-03-06",7.4
"403","2009-03-09",7.25
"404","2009-03-10",7.67
"405","2009-03-11",7.7
"406","2009-03-12",7.96
"407","2009-03-13",8.17
"408","2009-03-16",7.81
"409","2009-03-17",7.98
"410","2009-03-18",7.96
"411","2009-03-19",7.97
"412","2009-03-20",7.86
"413","2009-03-23",8.08
"414","2009-03-24",8.05
"415","2009-03-25",8.11
"416","2009-03-26",8.24
"417","2009-03-27",8.48
"418","2009-03-30",8.47
"419","2009-03-31",8.86
"420","2009-04-01",8.63
"421","2009-04-02",8.76
"422","2009-04-03",8.85
"423","2009-04-06",8.72
"424","2009-04-07",8.64
"425","2009-04-08",8.89
"426","2009-04-09",9.25
"427","2009-04-13",9.22
"428","2009-04-14",8.97
"429","2009-04-15",9.08
"430","2009-04-16",9.35
"431","2009-04-17",9.18
"432","2009-04-20",8.73
"433","2009-04-21",9.19
"434","2009-04-22",9.17
"435","2009-04-23",9.14
"436","2009-04-24",9.17
"437","2009-04-27",8.84
"438","2009-04-28",8.86
"439","2009-04-29",9.15
"440","2009-04-30",8.96
"441","2009-05-01",9.01
"442","2009-05-04",9.14
"443","2009-05-05",10.5
"444","2009-05-06",10.69
"445","2009-05-07",10.8
"446","2009-05-08",10.3
"447","2009-05-11",10.18
"448","2009-05-12",10.08
"449","2009-05-13",9.81
"450","2009-05-14",9.5
"451","2009-05-15",9.65
"452","2009-05-18",10.21
"453","2009-05-19",10.29
"454","2009-05-20",10.6
"455","2009-05-21",10.39
"456","2009-05-22",10.4
"457","2009-05-26",10.47
"458","2009-05-27",10.45
"459","2009-05-28",10.19
"460","2009-05-29",10.46
"461","2009-06-01",10.8
"462","2009-06-02",10.83
"463","2009-06-03",10.73
"464","2009-06-04",10.98
"465","2009-06-05",11.05
"466","2009-06-08",11.13
"467","2009-06-09",11.09
"468","2009-06-10",11.08
"469","2009-06-11",11.33
"470","2009-06-12",11.26
"471","2009-06-15",11.05
"472","2009-06-16",10.94
"473","2009-06-17",11.16
"474","2009-06-18",11.48
"475","2009-06-19",11.89
"476","2009-06-22",11.33
"477","2009-06-23",11.58
"478","2009-06-24",11.9
"479","2009-06-25",11.98
"480","2009-06-26",11.96
"481","2009-06-29",11.54
"482","2009-06-30",11.75
"483","2009-07-01",11.86
"484","2009-07-02",11.41
"485","2009-07-06",11.37
"486","2009-07-07",11.23
"487","2009-07-08",11.31
"488","2009-07-09",11.2
"489","2009-07-10",11.43
"490","2009-07-13",11.67
"491","2009-07-14",11.85
"492","2009-07-15",12
"493","2009-07-16",12.14
"494","2009-07-17",12.48
"495","2009-07-20",12.4
"496","2009-07-21",12.48
"497","2009-07-22",12.41
"498","2009-07-23",12.89
"499","2009-07-24",12.9
"500","2009-07-27",13.25
"501","2009-07-28",14.15
"502","2009-07-29",14.03
"503","2009-07-30",13.95
"504","2009-07-31",14.02
"505","2009-08-03",14.01
"506","2009-08-04",12.97
"507","2009-08-05",12.82
"508","2009-08-06",12.24
"509","2009-08-07",12.6
"510","2009-08-10",12.65
"511","2009-08-11",12.37
"512","2009-08-12",12.49
"513","2009-08-13",13
"514","2009-08-14",12.69
"515","2009-08-17",12.27
"516","2009-08-18",12.44
"517","2009-08-19",12.64
"518","2009-08-20",12.68
"519","2009-08-21",13.03
"520","2009-08-24",12.82
"521","2009-08-25",12.78
"522","2009-08-26",12.72
"523","2009-08-27",12.66
"524","2009-08-28",12.75
"525","2009-08-31",12.63
"526","2009-09-01",12.69
"527","2009-09-02",12.2
"528","2009-09-03",12.06
"529","2009-09-04",12.22
"530","2009-09-08",12.19
"531","2009-09-09",12.01
"532","2009-09-10",12.19
"533","2009-09-11",12
"534","2009-09-14",11.68
"535","2009-09-15",11.95
"536","2009-09-16",11.98
"537","2009-09-17",11.92
"538","2009-09-18",12
"539","2009-09-21",12.03
"540","2009-09-22",12.13
"541","2009-09-23",12.24
"542","2009-09-24",12.21
"543","2009-09-25",12.23
"544","2009-09-28",12.29
"545","2009-09-29",12.34
"546","2009-09-30",12.3
"547","2009-10-01",12.08
"548","2009-10-02",12
"549","2009-10-05",12.07
"550","2009-10-06",12.15
"551","2009-10-07",11.98
"552","2009-10-08",12.1
"553","2009-10-09",11.86
"554","2009-10-12",11.69
"555","2009-10-13",11.58
"556","2009-10-14",11.73
"557","2009-10-15",11.72
"558","2009-10-16",11.58
"559","2009-10-19",11.29
"560","2009-10-20",11.26
"561","2009-10-21",11.73
"562","2009-10-22",11.65
"563","2009-10-23",11.74
"564","2009-10-26",11.59
"565","2009-10-27",11.76
"566","2009-10-28",11.75
"567","2009-10-29",11.95
"568","2009-10-30",11.91
"569","2009-11-02",12.03
"570","2009-11-03",12.14
"571","2009-11-04",13
"572","2009-11-05",13.97
"573","2009-11-06",13.97
"574","2009-11-09",13.99
"575","2009-11-10",13.97
"576","2009-11-11",13.93
"577","2009-11-12",13.77
"578","2009-11-13",13.75
"579","2009-11-16",13.82
"580","2009-11-17",13.73
"581","2009-11-18",13.81
"582","2009-11-19",13.44
"583","2009-11-20",13.35
"584","2009-11-23",13.43
"585","2009-11-24",13.5
"586","2009-11-25",13.45
"587","2009-11-27",13.44
"588","2009-11-30",12.98
"589","2009-12-01",13.45
"590","2009-12-02",13.45
"591","2009-12-03",13.33
"592","2009-12-04",13.44
"593","2009-12-07",13.7
"594","2009-12-08",13.27
"595","2009-12-09",13.49
"596","2009-12-10",13.77
"597","2009-12-11",14.03
"598","2009-12-14",14.2
"599","2009-12-15",14.17
"600","2009-12-16",14.12
"601","2009-12-17",13.84
"602","2009-12-18",14.27
"603","2009-12-21",14.28
"604","2009-12-22",14.98
"605","2009-12-23",15.02
"606","2009-12-24",14.78
"607","2009-12-28",14.95
"608","2009-12-29",15.06
"609","2009-12-30",15.21
"610","2009-12-31",14.9
"611","2010-01-04",14.91
"612","2010-01-05",15.07
"613","2010-01-06",15.3
"614","2010-01-07",15.21
"615","2010-01-08",14.77
"616","2010-01-11",15
"617","2010-01-12",14.86
"618","2010-01-13",14.97
"619","2010-01-14",15.35
"620","2010-01-15",15.13
"621","2010-01-19",15.05
"622","2010-01-20",14.81
"623","2010-01-21",14.5
"624","2010-01-22",13.96
"625","2010-01-25",14.01
"626","2010-01-26",14.1
"627","2010-01-27",14.21
"628","2010-01-28",14.14
"629","2010-01-29",13.87
"630","2010-02-01",14.67
"631","2010-02-02",14.85
"632","2010-02-03",14.98
"633","2010-02-04",14.65
"634","2010-02-05",14.48
"635","2010-02-08",14.45
"636","2010-02-09",14.63
"637","2010-02-10",14.75
"638","2010-02-11",15.16
"639","2010-02-12",15.44
"640","2010-02-16",15.41
"641","2010-02-17",15.49
"642","2010-02-18",15.46
"643","2010-02-19",15.5
"644","2010-02-22",15.48
"645","2010-02-23",15.19
"646","2010-02-24",15.14
"647","2010-02-25",15
"648","2010-02-26",15.09
"649","2010-03-01",15
"650","2010-03-02",15
"651","2010-03-03",15.02
"652","2010-03-04",15.2
"653","2010-03-05",15.58
"654","2010-03-08",15.84
"655","2010-03-09",15.79
"656","2010-03-10",15.71
"657","2010-03-11",15.79
"658","2010-03-12",16.25
"659","2010-03-15",15.98
"660","2010-03-16",14.91
"661","2010-03-17",15.45
"662","2010-03-18",15.13
"663","2010-03-19",15.5
"664","2010-03-22",15.45
"665","2010-03-23",15.49
"666","2010-03-24",15.53
"667","2010-03-25",15.48
"668","2010-03-26",15.67
"669","2010-03-29",16.530001
"670","2010-03-30",16.950001
"671","2010-03-31",16.77
"672","2010-04-01",17.01
"673","2010-04-05",17.59
"674","2010-04-06",17.290001
"675","2010-04-07",17.74
"676","2010-04-08",17.85
"677","2010-04-09",17.629999
"678","2010-04-12",17.84
"679","2010-04-13",17.76
"680","2010-04-14",17.99
"681","2010-04-15",17.83
"682","2010-04-16",17.5
"683","2010-04-19",17.440001
"684","2010-04-20",17.4
"685","2010-04-21",17.290001
"686","2010-04-22",17.48
"687","2010-04-23",17.25
"688","2010-04-26",17.4
"689","2010-04-27",17.34
"690","2010-04-28",17.530001
"691","2010-04-29",17.08
"692","2010-04-30",16.879999
"693","2010-05-03",16.889999
"694","2010-05-04",16.5
"695","2010-05-05",16.48
"696","2010-05-06",15.94
"697","2010-05-07",15.48
"698","2010-05-10",16.219999
"699","2010-05-11",16.02
"700","2010-05-12",16.16
"701","2010-05-13",16.51
"702","2010-05-14",16.33
"703","2010-05-17",16.24
"704","2010-05-18",16.33
"705","2010-05-19",15.92
"706","2010-05-20",15.75
"707","2010-05-21",15.91
"708","2010-05-24",15.83
"709","2010-05-25",15.7
"710","2010-05-26",15.9
"711","2010-05-27",16.41
"712","2010-05-28",16.889999
"713","2010-06-01",16.790001
"714","2010-06-02",17.290001
"715","2010-06-03",17.4
"716","2010-06-04",16.9
"717","2010-06-07",16.440001
"718","2010-06-08",16.530001
"719","2010-06-09",16.76
"720","2010-06-10",17.200001
"721","2010-06-11",17.26
"722","2010-06-14",17.030001
"723","2010-06-15",17.17
"724","2010-06-16",17.1
"725","2010-06-17",16.870001
"726","2010-06-18",17.209999
"727","2010-06-21",17.049999
"728","2010-06-22",16.74
"729","2010-06-23",16.42
"730","2010-06-24",16.24
"731","2010-06-25",16.24
"732","2010-06-28",16.190001
"733","2010-06-29",15.63
"734","2010-06-30",15.53
"735","2010-07-01",15.55
"736","2010-07-02",15.51
"737","2010-07-06",15.17
"738","2010-07-07",15.5
"739","2010-07-08",15.31
"740","2010-07-09",15.52
"741","2010-07-12",15.61
"742","2010-07-13",15.6
"743","2010-07-14",15.58
"744","2010-07-15",15.63
"745","2010-07-16",15.27
"746","2010-07-19",15.14
"747","2010-07-20",15.29
"748","2010-07-21",15.16
"749","2010-07-22",15.46
"750","2010-07-23",15.87
"751","2010-07-26",16
"752","2010-07-27",15.83
"753","2010-07-28",15.34
"754","2010-07-29",15
"755","2010-07-30",15.07
"756","2010-08-02",15.3
"757","2010-08-03",15.13
"758","2010-08-04",15.02
"759","2010-08-05",14.99
"760","2010-08-06",14.8
"761","2010-08-09",15.05
"762","2010-08-10",14.85
"763","2010-08-11",14.35
"764","2010-08-12",14.02
"765","2010-08-13",13.94
"766","2010-08-16",13.9
"767","2010-08-17",13.94
"768","2010-08-18",13.96
"769","2010-08-19",13.86
"770","2010-08-20",13.55
"771","2010-08-23",13.52
"772","2010-08-24",13.5
"773","2010-08-25",13.8
"774","2010-08-26",13.79
"775","2010-08-27",14.14
"776","2010-08-30",14.04
"777","2010-08-31",13.99
"778","2010-09-01",14.36
"779","2010-09-02",14.67
"780","2010-09-03",15
"781","2010-09-07",15.03
"782","2010-09-08",15.34
"783","2010-09-09",15.51
"784","2010-09-10",15.65
"785","2010-09-13",16.15
"786","2010-09-14",15.96
"787","2010-09-15",16.030001
"788","2010-09-16",16.08
"789","2010-09-17",16.530001
"790","2010-09-20",17.25
"791","2010-09-21",17.049999
"792","2010-09-22",16.91
"793","2010-09-23",16.860001
"794","2010-09-24",17.32
"795","2010-09-27",17.16
"796","2010-09-28",17.41
"797","2010-09-29",17.32
"798","2010-09-30",17.73
"799","2010-10-01",17.809999
"800","2010-10-04",17.65
"801","2010-10-05",17.93
"802","2010-10-06",17.950001
"803","2010-10-07",17.93
"804","2010-10-08",18.16
"805","2010-10-11",17.9
"806","2010-10-12",17.969999
"807","2010-10-13",18.25
"808","2010-10-14",18.5
"809","2010-10-15",18.23
"810","2010-10-18",18.299999
"811","2010-10-19",17.620001
"812","2010-10-20",16.85
"813","2010-10-21",16.85
"814","2010-10-22",16.940001
"815","2010-10-25",16.290001
"816","2010-10-26",16.33
"817","2010-10-27",16.48
"818","2010-10-28",15.64
"819","2010-10-29",15.9
"820","2010-11-01",15.27
"821","2010-11-02",15.74
"822","2010-11-03",15.82
"823","2010-11-04",15.58
"824","2010-11-05",15.37
"825","2010-11-08",15.29
"826","2010-11-09",15.37
"827","2010-11-10",15.11
"828","2010-11-11",14.81
"829","2010-11-12",14.51
"830","2010-11-15",14.55
"831","2010-11-16",14.43
"832","2010-11-17",14.21
"833","2010-11-18",14.53
"834","2010-11-19",14.42
"835","2010-11-22",14.41
"836","2010-11-23",14.15
"837","2010-11-24",14.29
"838","2010-11-26",14.13
"839","2010-11-29",14.45
"840","2010-11-30",13.92
"841","2010-12-01",14.5
"842","2010-12-02",14.59
"843","2010-12-03",14.81
"844","2010-12-06",14.84
"845","2010-12-07",14.9
"846","2010-12-08",14.95
"847","2010-12-09",15.02
"848","2010-12-10",14.95
"849","2010-12-13",14.82
"850","2010-12-14",14.95
"851","2010-12-15",14.9
"852","2010-12-16",14.91
"853","2010-12-17",15.12
"854","2010-12-20",14.99
"855","2010-12-21",15.15
"856","2010-12-22",15.22
"857","2010-12-23",15.23
"858","2010-12-27",15.44
"859","2010-12-28",15.41
"860","2010-12-29",15.4
"861","2010-12-30",15.38
"862","2010-12-31",15.2
"863","2011-01-03",15.47
"864","2011-01-04",15.48
"865","2011-01-05",15.22
"866","2011-01-06",14.76
"867","2011-01-07",15.1
"868","2011-01-10",15.3
"869","2011-01-11",15.5
"870","2011-01-12",15.67
"871","2011-01-13",15.19
"872","2011-01-14",15.18
"873","2011-01-18",14.97
"874","2011-01-19",14.99
"875","2011-01-20",14.77
"876","2011-01-21",14.56
"877","2011-01-24",14.78
"878","2011-01-25",15.16
"879","2011-01-26",15.6
"880","2011-01-27",15.22
"881","2011-01-28",15
"882","2011-01-31",15.13
"883","2011-02-01",15.31
"884","2011-02-02",15.28
"885","2011-02-03",15.34
"886","2011-02-04",15.29
"887","2011-02-07",15.49
"888","2011-02-08",15.37
"889","2011-02-09",14.51
"890","2011-02-10",14.41
"891","2011-02-11",14.54
"892","2011-02-14",14.53
"893","2011-02-15",14.49
"894","2011-02-16",14.54
"895","2011-02-17",14.71
"896","2011-02-18",14.59
"897","2011-02-22",14
"898","2011-02-23",13.77
"899","2011-02-24",13.75
"900","2011-02-25",14
"901","2011-02-28",13.95
"902","2011-03-01",13.51
"903","2011-03-02",13.8
"904","2011-03-03",13.87
"905","2011-03-04",13.77
"906","2011-03-07",13.75
"907","2011-03-08",14
"908","2011-03-09",13.89
"909","2011-03-10",13.53
"910","2011-03-11",13.71
"911","2011-03-14",13.63
"912","2011-03-15",13.42
"913","2011-03-16",13.09
"914","2011-03-17",13.12
"915","2011-03-18",13.19
"916","2011-03-21",13.27
"917","2011-03-22",13.81
"918","2011-03-23",14.11
"919","2011-03-24",14.03
"920","2011-03-25",14.2
"921","2011-03-28",14.19
"922","2011-03-29",14.29
"923","2011-03-30",14.39
"924","2011-03-31",14.48
"925","2011-04-01",14.43
"926","2011-04-04",14.51
"927","2011-04-05",14.76
"928","2011-04-06",15.56
"929","2011-04-07",15.65
"930","2011-04-08",15.7
"931","2011-04-11",15.8
"932","2011-04-12",15.66
"933","2011-04-13",15.69
"934","2011-04-14",15.6
"935","2011-04-15",15.28
"936","2011-04-18",15.27
"937","2011-04-19",15.09
"938","2011-04-20",15.28
"939","2011-04-21",15.47
"940","2011-04-25",15.48
"941","2011-04-26",15.68
"942","2011-04-27",16.059999
"943","2011-04-28",15.99
"944","2011-04-29",16.09
"945","2011-05-02",16.16
"946","2011-05-03",15.93
"947","2011-05-04",16.17
"948","2011-05-05",15.89
"949","2011-05-06",16.459999
"950","2011-05-09",16.6
"951","2011-05-10",17.040001
"952","2011-05-11",17.26
"953","2011-05-12",17.33
"954","2011-05-13",16.99
"955","2011-05-16",16.879999
"956","2011-05-17",16.879999
"957","2011-05-18",16.940001
"958","2011-05-19",16.75
"959","2011-05-20",16.629999
"960","2011-05-23",16.209999
"961","2011-05-24",16.120001
"962","2011-05-25",16.25
"963","2011-05-26",15.95
"964","2011-05-27",15.93
"965","2011-05-31",16.02
"966","2011-06-01",15.96
"967","2011-06-02",15.56
"968","2011-06-03",15.53
"969","2011-06-06",15.15
"970","2011-06-07",15.17
"971","2011-06-08",15.26
"972","2011-06-09",15.13
"973","2011-06-10",15.24
"974","2011-06-13",15.57
"975","2011-06-14",15.83
"976","2011-06-15",15.34
"977","2011-06-16",15.49
"978","2011-06-17",15.5
"979","2011-06-20",15.7
"980","2011-06-21",16.049999
"981","2011-06-22",16.299999
"982","2011-06-23",16.209999
"983","2011-06-24",16.34
"984","2011-06-27",16.52
"985","2011-06-28",17.08
"986","2011-06-29",17.08
"987","2011-06-30",17.24
"988","2011-07-01",17.389999
"989","2011-07-05",17.549999
"990","2011-07-06",17.83
"991","2011-07-07",17.790001
"992","2011-07-08",17.67
"993","2011-07-11",17.41
"994","2011-07-12",17.469999
"995","2011-07-13",17.469999
"996","2011-07-14",17.6
"997","2011-07-15",17.65
